Ticker,Name,Sector,Price,Dividend Yield,1-Year Dividend Growth,5-Year Dividend Growth (Annualized),Dividends Per Share (TTM),Market Cap ($M),Trailing P/E Ratio,Payout Ratio,Beta,52-Week High,52-Week Low
NRC,National Research Corp,Healthcare,39.65,0.018036116,,,0.715132007,1009.053365,26.94545411,0.489816443,0.744506521,55.03,36.07
BY,Byline Bancorp Inc,Financial Services,26.68,0.012311814,,,0.328479192,1009.297383,10.97038524,0.13686633,0.764973933,29.05,20.78
HA,"Hawaiian Holdings, Inc.",Industrials,19.7,0,,,0,1009.302728,N/A,0,1.768876801,31.38,14.62
FUBO,fuboTV Inc,N/A,6.57,0,,,0,1012.523205,0,N/A,2.324977257,35.1,6.01
TWOU,2U Inc,Consumer Defensive,13.28,0,,,0,1013.936858,N/A,0,1.802478049,46.52,8.63
TMST,TimkenSteel Corp,Basic Materials,21.88,0,,,0,1014.830983,5.934684113,0,1.569323247,24.1,10.52
MGI,Moneygram International Inc.,Financial Services,10.56,0,,,0,1016.501777,N/A,0,1.234497303,12.36,5.06
ICHR,Ichor Holdings Ltd,Technology,35.62,0,,,0,1018.469623,14.36507741,0,2.116611035,63.42,31.34
LMAT,Lemaitre Vascular Inc,Healthcare,46.47,0.009758541,0.136363636,0.178445398,0.453479419,1019.037935,0,N/A,0.964790739,64.07,39.38
EFC,Ellington Financial Inc,Financial Services,17.75,0.101408451,0,0.107566343,1.709952249,1020.221418,0,N/A,0.554225167,18.03,15.05
MATW,Matthews International Corp.,Industrials,32.36,0.027194067,0.023255814,0.052918489,0.864499955,1020.971462,N/A,N/A,1.004456618,42.98,31.22
RCKT,Rocket Pharmaceuticals Inc,Healthcare,15.86,0,,,0,1023.0634,0,N/A,1.792760467,49.66,12.99
EBIX,Ebix Inc.,Technology,33.15,0.009014622,0,0,0.298834704,1024.494485,15.02455688,0.134610227,2.241297076,44.42,24.14
SLP,Simulations Plus Inc.,Healthcare,50.98,0.004697092,0,0.037137289,0.239457749,1028.543217,0,N/A,1.028845237,70.19,35.18
RETA,Reata Pharmaceuticals Inc,Healthcare,32.76,0,,,0,1031.437789,N/A,0,,153.41,22.71
TTCF,Tattooed Chef Inc,N/A,12.58,0,,,0,1034.551688,N/A,0,1.129174137,25.35,10.28
TMCI,Treace Medical Concepts Inc,N/A,18.91,0,,,0,1035.288462,0,N/A,,37.17,15
SCS,"Steelcase, Inc.",Industrials,11.95,0.035947721,0.45,0.026057179,0.429575272,1039.909685,83.19277484,3.930240364,0.905996014,15.31,10.53
PLAB,"Photronics, Inc.",Technology,16.97,0,,,0,1047.548597,14.86369449,0,1.56496556,20.3,11.65
CRNX,Crinetics Pharmaceuticals Inc,Healthcare,21.95,0,,,0,1048.872211,0,N/A,1.210162926,28.95,15.15
VTOL,Bristow Group Inc.,N/A,37.08,0,,,0,1049.436046,7.520574784,0,0.685824005,40.1,24.82
IMGN,"Immunogen, Inc.",Healthcare,4.76,0,,,0,1049.727079,N/A,0,1.295844835,8.75,3.83
PDFS,PDF Solutions Inc.,Technology,27.87,0,,,0,1050.897184,N/A,0,1.275083655,33.78,16.7
ACRS,Aclaris Therapeutics Inc,Healthcare,17.24,0,,,0,1056.381569,N/A,0,1.161084272,30.38,9.26
CHCT,Community Healthcare Trust Inc,Real Estate,42.21,0.04145937,0.023391813,0.023252207,1.710475039,1058.333018,52.44984728,1.971956466,0.694950201,50.6,39.42
INN,Summit Hotel Properties Inc,Real Estate,9.96,0,,,0,1059.155942,N/A,0,1.283312405,10.94,8.22
ATEX,Anterix Inc,Communication Services,57.9,0,,,0,1063.90891,0,N/A,0.437899278,66.55,44.79
BSIG,BrightSphere Investment Group Inc,Financial Services,24.25,0.001648495,0,-0.355605985,0.039976014,1065.409709,0,N/A,1.230564606,31.15,19.92
ATEN,A10 Networks Inc,Technology,13.95,0.003584229,,,0.050000001,1065.701908,11.23127413,0.042016807,1.346195634,18.92,8.36
KIDS,OrthoPediatrics corp,Healthcare,53.99,0,,,0,1066.051339,N/A,0,1.355886564,73.91,43.09
GMRE,Global Medical REIT Inc,Real Estate,16.32,0.051470588,0.024390244,0.009805798,0.809385635,1067.24454,0,N/A,0.705261172,18.27,12.69
FORR,Forrester Research Inc.,Industrials,56.42,0,,,0,1071.02086,43.1098398,0,0.754118536,60.9,39.64
KURA,Kura Oncology Inc,Healthcare,16.08,0,,,0,1071.157606,0,N/A,1.270883253,30.37,11.49
QTRX,Quanterix Corp,Healthcare,29.19,0,,,0,1075.573855,N/A,0,2.164926427,69.22,22.7
AVYA,Avaya Holdings Corp.,Technology,12.67,0,,,0,1076.036075,0,N/A,1.361609672,31.72,11.42
PGTI,PGT Innovations Inc,Industrials,17.98,0,,,0,1077.000687,40.19109182,0,1.306575275,28.11,17.57
ROAD,Construction Partners Inc,Industrials,26.18,0,,,0,1078.407581,0,N/A,1.149420559,44.99,22.31
LBAI,"Lakeland Bancorp, Inc.",Financial Services,16.7,0.031979537,,,0.534058275,1079.629983,11.49777935,0.288680149,0.791063966,20.54,14.97
STBA,"S & T Bancorp, Inc.",Financial Services,29.58,0.038018394,,,1.124584085,1085.698286,9.883371892,0.400207859,0.790713923,33.89,26.53
PFC,Premier Financial Corp,N/A,30.33,0.036112162,,,1.095281859,1086.315476,8.626480816,0.323091994,0.702392677,33.38,25.1
NHC,National Healthcare Corp.,Healthcare,70.23,0.030128967,0.057692308,0.027600461,2.115957325,1086.551506,7.840042614,0.235367889,0.566418732,76.63,61.51
PAR,Par Technology Corp.,Technology,40.34,0,,,0,1087.220444,N/A,0,2.185376017,86.27,33.21
DFIN,Donnelley Financial Solutions Inc,Financial Services,33.26,0,,,0,1087.320986,7.452508473,0,1.671674845,52.33,24.67
EVOP,EVO Payments Inc,Technology,23.09,0,,,0,1095.69201,N/A,0,1.122145394,30.46,20.07
IMAX,Imax Corp,Communication Services,18.93,0,,,0,1108.827287,N/A,0,1.410022265,23.57,13.6
GPRO,GoPro Inc.,Technology,8.53,0,,,0,1109.101717,2.988115228,0,1.505006494,13.39,7.37
HTLD,"Heartland Express, Inc.",Industrials,14.07,0.005674976,0,0,0.079846914,1110.539359,14.00834239,0.080183686,0.596651672,19.97,13.83
IPI,Intrepid Potash Inc,Basic Materials,82.14,0,,,0,1111.23559,4.447895762,0,1.067640558,93.87,22.82
CNDT,Conduent Inc,Technology,5.16,0,,,0,1111.569935,N/A,0,1.29541328,8.5,4.12
MCB,Metropolitan Bank Holding Corp,Financial Services,101.77,0,,,0,1112.518804,0,N/A,1.217253869,115.78,51.81
TSC,Tristate Capital Holdings Inc,Financial Services,33.23,0,,,0,1115.906699,16.98177956,0,1.232418926,34.55,18.36
AIV,Apartment Investment & Management Co.,Real Estate,7.32,0,,,0,1116.711904,N/A,0,1.153758871,8.16,6
AGM,Federal Agricultural Mortgage Corp.,Financial Services,108.48,0.035029499,0.079545455,0.214183204,3.549983036,1117.364093,10.38606557,0.357861193,0.780326858,135,92
GABC,German American Bancorp Inc,Financial Services,37.99,0.022461175,0.095238095,0.120874262,0.853300042,1117.781404,13.28525385,0.269179824,0.767805043,46.42,33.94
FGEN,FibroGen Inc,Healthcare,12.02,0,,,0,1117.883655,N/A,0,,36.06,9.88
LDL,"Lydall, Inc.",Industrials,62.09,0,,,0,1119.929872,N/A,0,,62.12,16.75
BLNK,Blink Charging Co,Consumer Cyclical,26.46,0,,,0,1122.848331,0,N/A,1.577514873,49,17.93
GFF,Griffon Corp.,Industrials,20.03,0.016960671,0.125,0.084471771,0.339722247,1127.766576,16.34231153,0.263350579,1.276089964,29.42,19.94
ACEL,Accel Entertainment Inc,Consumer Cyclical,12.18,0,,,0,1130.285413,0,N/A,0.956043111,14.1,10.41
VIVO,Meridian Bioscience Inc.,Healthcare,25.96,0,,,0,1130.335056,18.84897038,0,0.536931813,29.16,17
ARKO,ARKO Corp,N/A,9.1,0.002197802,,,0.02,1133.935839,0,N/A,1.182401817,11.37,7.3
CTS,CTS Corp.,Technology,35.34,0.004519738,0,0,0.159727537,1135.55785,N/A,N/A,0.853625448,39.31,28.65
EIG,Employers Holdings Inc,Financial Services,41.02,0.024152729,0,0.107566343,0.99074494,1137.462572,9.534472525,0.237588715,0.511107723,43.02,35.78
LZB,La-Z-Boy Inc.,Consumer Cyclical,26.37,0.023711582,,,0.625274429,1139.773554,8.766275086,0.216357934,1.214863938,45.89,26.26
CSTL,Castle Biosciences Inc,Healthcare,44.86,0,,,0,1139.919606,0,N/A,1.792672425,78.92,31.46
ITOS,ITeos Therapeutics Inc,N/A,32.18,0,,,0,1142.860246,0,N/A,0.686557012,52.43,17.43
ERII,Energy Recovery Inc,Industrials,20.14,0,,,0,1144.162443,80.18518767,0,1.352280467,24.99,16.4
SRCE,1st Source Corp.,Financial Services,46.25,0.026810811,0.068965517,0.102863131,1.218363621,1144.696889,9.733320483,0.259226302,0.761015421,52.37,40.39
ASPN,Aspen Aerogels Inc.,Industrials,34.48,0,,,0,1145.919216,0,N/A,2.110614889,65.99,16.33
PTGX,Protagonist Therapeutics Inc,Healthcare,23.68,0,,,0,1146.432982,0,N/A,1.410134919,50.54,12.8
NUVB,Nuvation Bio Inc,N/A,5.26,0,,,0,1146.990998,0,N/A,1.296773622,15.23,4.46
ATEC,Alphatec Holdings Inc,Healthcare,11.5,0,,,0,1147.546038,N/A,0,1.643505017,18,9.06
TMP,Tompkins Financial Corp,Financial Services,78.27,0.029129935,0.055555556,0.048413171,2.197063883,1148.237024,12.95262241,0.363151055,0.787077183,85.8,71.65
BRMK,Broadmark Realty Capital Inc,Real Estate,8.65,0.097109827,0,0.031310306,0.806649254,1148.590959,0,N/A,0.690105681,10.33,7.8
SNBR,Sleep Number Corp,Consumer Cyclical,50.71,0,,,0,1150.35635,7.482187179,0,1.095232197,143.55,49.06
RXRX,Recursion Pharmaceuticals Inc,N/A,7.16,0,,,0,1158.260563,0,N/A,,42.81,5.81
UTZ,Utz Brands Inc,N/A,14.78,0.013744145,,,0.203138457,1161.666247,0,N/A,0.771226674,29.85,13.5
RPT,RPT Realty,Real Estate,13.77,0.037763253,,,0.439404565,1169.059657,19.02766369,0.588540805,1.008694453,14.7,11.1
ALEC,Alector Inc,Healthcare,14.25,0,,,0,1169.06678,0,N/A,1.595935374,43.32,11.41
ACCD,Accolade Inc,N/A,17.56,0,,,0,1175.789153,0,N/A,2.66948972,55.47,12.64
APOG,Apogee Enterprises Inc.,Industrials,47.46,0.01715383,0.1,0.094608784,0.814120761,1180.115681,N/A,N/A,1.229610608,50.23,33.55
SHEN,Shenandoah Telecommunications Co.,Communication Services,23.58,0.002968617,,,0.07,1180.147191,1.181528397,0.003514056,0.368393621,38.62,18.77
CCCC,C4 Therapeutics Inc,N/A,24.26,0,,,0,1182.404792,0,N/A,1.772880056,51.21,19.81
MBIN,Merchants Bancorp,Financial Services,27.38,0.012371852,,,0.338741309,1184.671707,0,N/A,1.158483217,49.5,26.96
SPTN,SpartanNash Co,Consumer Defensive,32.99,0.025462261,0.05,0.049414523,0.80067668,1185.056355,16.37904073,0.39057399,0.520946774,35.66,17.64
CHCO,City Holding Co.,Financial Services,78.7,0.029408553,0.034482759,0.063995313,2.314453101,1185.68515,13.59153971,0.408913975,0.59310467,85.69,70.05
TCBK,Trico Bancshares,Financial Services,40.03,0.024758344,0,0.080185187,0.991076524,1190.108873,10.11524264,0.251542265,0.772298153,47.83,37.68
NGM,Ngm Biopharmaceuticals Inc,Healthcare,15.25,0,,,0,1190.252435,0,N/A,0.74195954,30.27,13.34
OCFC,OceanFirst Financial Corp.,Financial Services,20.1,0.03344043,0,0.025348576,0.672152646,1190.812882,11.22772848,0.377613846,0.734686626,24.07,18.16
AZZ,AZZ Inc,Industrials,48.24,0.014024988,0,0,0.676565405,1191.175752,15.16262413,0.217545146,0.796463684,58.2,44.5
BTRS,BTRS Holdings Inc,N/A,7.48,0,,,0,1192.87116,0,N/A,1.92258811,16.5,5.28
BRSP,BrightSpire Capital Inc,N/A,9.25,0.070562415,0.9,0.055545892,0.65270234,1199.106508,N/A,N/A,,10.68,8.07
BANC,Banc of California Inc,Financial Services,19.36,0.012338298,0,-0.143274725,0.238869445,1203.805516,23.80803189,0.251812614,1.04759223,21.95,15.25
CMCO,Columbus Mckinnon Corp.,Industrials,42.4,0.005649508,0,0.084471771,0.239539138,1208.725378,44.08349603,0.239539138,0.967854405,55.36,40.96
NBHC,National Bank Holdings Corp,Financial Services,40.28,0.021926662,0.095238095,0.206415936,0.88320595,1208.753699,12.9315813,0.293423904,0.722443416,47.99,33.57
KAMN,Kaman Corp.,Industrials,43.48,0.018263627,0,0,0.79410249,1212.257923,27.75569931,0.505797764,0.7894002,56.27,33.61
MBUU,Malibu Boats Inc,Consumer Cyclical,58.01,0,,,0,1212.436033,9.749562012,0,1.405906506,89.27,55.28
SPNT,SiriusPoint Ltd,N/A,7.48,0,,,0,1214.429627,0,N/A,0.815205765,11.13,6.56
MNRL,Brigham Minerals Inc,Energy,25.55,0.057991367,,,1.481679438,1216.056415,0,N/A,0.717493226,27.67,13.69
SAH,"Sonic Automotive, Inc.",Consumer Cyclical,42.51,0.01428407,1.5,0.379729661,0.607215798,1217.45473,3.489408799,0.075336948,0.9822606,57.55,41.9
GIC,Global Industrial Co,N/A,32.23,0.025129102,0.125,-0.290333179,0.809910942,1218.73062,11.79797309,0.297761376,,45.97,28.18
DNOW,NOW Inc,Energy,11.03,0,,,0,1219.463906,243.8927812,0,0.802379439,11.87,6.83
SXI,Standex International Corp.,Industrials,99.92,0.009972925,0.083333333,0.101972288,0.996494704,1222.554174,26.47481861,0.262927363,0.824128342,121.15,85.67
RGR,"Sturm, Ruger & Co., Inc.",Industrials,69.62,0.049516568,0.211267606,0.301829543,3.447343488,1225.075292,7.858134382,0.392635933,0.593459299,89.27,61.61
KNL,Knoll Inc,Industrials,24.81,0.009631375,,,0.238954426,1226.625305,N/A,N/A,0.872901923,27.24,10.75
BRKL,"Brookline Bancorp, Inc.",Financial Services,15.82,0.030635066,0.086956522,0.067907166,0.484646749,1228.25863,10.63980102,0.327464019,0.69501692,17.61,12.93
FDP,Fresh Del Monte Produce Inc,Consumer Defensive,25.91,0.02107387,,,0.546023974,1233.458194,15.41822743,0.32501427,0.591618778,35.91,23.97
CWH,Camping World Holdings Inc,Consumer Cyclical,27.95,0.065740222,5.944444444,0.535584739,1.837439194,1235.776437,4.437879763,0.592722321,1.256111909,46.03,26.82
CDE,Coeur Mining Inc,Basic Materials,4.45,0,,,0,1242.585924,N/A,0,0.780951755,11.14,4.12
LAND,Gladstone Land Corp,Real Estate,36.42,0.014827018,0.002212389,0.002222244,0.537090783,1245.928673,0,N/A,0.723842763,37.83,18
OPI,Office Properties Income Trust,Real Estate,25.73,0.085503304,0,0.050458372,2.134277466,1245.99236,N/A,N/A,0.770714882,29.84,22.35
CUTR,Cutera Inc,Healthcare,69,0,,,0,1246.158009,604.3443303,0,1.282083255,69.24,27.27
CHEF,Chefs` Warehouse Inc,Consumer Defensive,32.6,0,,,0,1247.160629,0,N/A,1.366329186,37.85,25.6
STNG,Scorpio Tankers Inc,Energy,21.38,0.018528339,0,0.584893192,0.39613589,1247.940252,0,N/A,1.041862471,24.19,10.96
AMCX,AMC Networks Inc,Communication Services,40.63,0,,,0,1250.095064,4.988487701,0,1.106917406,72.8,32.96
BFS,"Saul Centers, Inc.",Real Estate,52.7,0.043263757,0.075471698,0.022494395,2.163788254,1253.588655,33.70314974,1.378209079,0.92194385,54.84,38.16
RC,Ready Capital Corp,Real Estate,15.06,0.107165221,3.2,0.025674394,1.613908236,1254.926321,8.442098078,0.743736514,0.862599442,16,11.95
WRLD,World Acceptance Corp.,Financial Services,191.84,0,,,0,1255.823584,15.61550013,0,1.468595048,265.75,123.17
RDNT,Radnet Inc,Healthcare,22.37,0,,,0,1256.828854,50.8281981,0,1.485521591,38.84,20.33
CDMO,Avid Bioservices Inc,Healthcare,20.37,0,,,0,1257.73241,119.8182728,0,1.478690268,34.51,16.03
SHYF,Shyft Group Inc (The),N/A,36.11,0.003458291,,,0.124878897,1263.926373,18.33770581,0.065381621,1.308148769,54.44,31.66
KREF,KKR Real Estate Finance Trust Inc,Real Estate,20.61,0.083454634,0,0.11456574,1.668548793,1266.269105,10.07895176,0.754999454,0.527796248,22.46,17.27
NCBS,Nicolet Bankshares Inc.,Financial Services,93.57,0,,,0,1266.2946,20.87803535,0,0.516415816,98.2,68.07
RWT,Redwood Trust Inc.,Real Estate,10.53,0.078579249,0.4375,-0.03857821,0.82743949,1266.465097,4.098884377,0.381308521,0.964529621,13.63,9.31
CNOB,ConnectOne Bancorp Inc.,Financial Services,32.01,0.014913493,0.444444444,0.116288415,0.477380926,1267.785275,9.879641803,0.147795952,0.702039884,36.85,23.54
PRIM,Primoris Services Corp,Industrials,23.82,0.010038828,0,0.017554577,0.239124879,1269.7998,10.9833822,0.110195797,1.093018195,35.7,21.37
ENVA,Enova International Inc.,Financial Services,37.97,0,,,0,1270.549786,0,N/A,1.331767469,47.88,30.04
IMKTA,"Ingles Markets, Inc.",Consumer Defensive,89.05,0.00738683,0,0,0.657797168,1275.635462,4.867047069,0.048438672,0.569810761,95.75,56.54
UMH,UMH Properties Inc,Real Estate,24.59,0.03253355,0.052631579,0.021295688,0.760664422,1279.412807,60.21049492,1.697911656,0.763875723,27.27,18.32
ATRI,Atrion Corp.,Healthcare,713,0.010617311,0.114285714,0.131798366,7.570142965,1279.909152,38.7205915,0.416399503,0.481378761,801.24,575.32
EB,Eventbrite Inc,Technology,14.77,0,,,0,1281.207359,N/A,0,1.806197556,24.46,12.6
USPH,"U.S. Physical Therapy, Inc.",Healthcare,99.45,0.015197324,,,1.511373863,1284.059416,41.22975262,0.627126084,0.733520716,121.97,84.07
MHO,MI Homes Inc.,Consumer Cyclical,44.35,0,,,0,1290.568591,3.251883726,0,1.464743612,74.85,44.02
ALKT,Alkami Technology Inc,N/A,14.31,0,,,0,1291.06407,0,N/A,,49.32,12.16
TALO,Talos Energy Inc,Energy,15.79,0,,,0,1292.908522,N/A,0,1.018797986,19.64,8.57
DLX,Deluxe Corp.,Communication Services,30.24,0.039169422,0,0,1.184483322,1295.949624,20.70637072,0.811289946,0.861553627,47.12,27.82
OFG,OFG Bancorp,Financial Services,26.64,0.017530288,0.875,0.201124434,0.467006867,1296.983931,8.951136892,0.165605272,1.039450003,30.76,19.49
UEC,Uranium Energy Corp,Energy,4.59,0,,,0,1299.039658,0,N/A,2.014472152,5.79,1.89
DRQ,"Dril-Quip, Inc.",Energy,37.35,0,,,0,1299.499389,N/A,0,0.283876265,41.23,18.17
ALLO,Allogene Therapeutics Inc,Healthcare,9.11,0,,,0,1300.470738,0,N/A,1.76900689,35.88,7.56
EDIT,Editas Medicine Inc,Healthcare,19.02,0,,,0,1303.230828,N/A,0,1.841187742,73.03,13.25
KROS,Keros Therapeutics Inc,Healthcare,54.38,0,,,0,1305.144634,0,N/A,1.669983767,71.74,28.5
GES,Guess Inc.,Consumer Cyclical,21.85,0.035616649,,,0.778223771,1305.532059,7.700800199,0.302810806,2.109837609,30.4,15.89
PCT,PureCycle Technologies Inc,N/A,8,0,,,0,1305.86944,0,N/A,2.104900524,29.79,4.94
BKD,Brookdale Senior Living Inc,Healthcare,7.05,0,,,0,1306.393383,N/A,0,1.10513081,8.95,4.64
ALX,Alexander`s Inc.,Real Estate,256.23,0.068513554,0,0.011497274,17.55522789,1308.640917,9.84458675,0.676762833,0.512194469,290.08,240.66
NBR,Nabors Industries Ltd,Energy,152.72,0,,,0,1309.016419,N/A,0,1.282371441,171.26,65.58
CEIX,Consol Energy Inc,Energy,37.63,0,,,0,1310.041563,38.40637828,0,0.947639029,41.31,8.65
OFLX,Omega Flex Inc,Industrials,129.87,0.006913763,0.071428571,0.063995313,0.897890465,1310.949598,50.04579493,0.345342486,0.707068908,172.06,108.72
GIII,G-III Apparel Group Ltd.,Consumer Cyclical,27.05,0,,,0,1313.777195,6.549466804,0,1.653309234,35.8,22.5
GOEV,Canoo Inc,N/A,5.52,0,,,0,1317.239184,0,N/A,2.072553012,13.35,4.81
RADI,Radius Global Infrastructure Inc,N/A,14.28,0,,,0,1319.204493,0,N/A,1.045101164,18.79,11.75
SCHL,Scholastic Corp.,Communication Services,40.28,0.01489573,0,0,0.596400816,1319.71519,36.25591181,0.568000777,0.631433535,43.71,29.37
SBSI,Southside Bancshares Inc,Financial Services,40.83,0.033308842,0.03030303,0.025348576,1.3184195,1321.323883,11.65178334,0.379947983,0.70258392,44.94,33.9
EPAC,Enerpac Tool Group Corp,Industrials,21.89,0.001827318,,,0.039999999,1325.465265,38.63654359,0.070708855,0.907204992,28.79,16.25
DIN,Dine Brands Global Inc,Consumer Cyclical,77.95,0.011002338,,,0.85763222,1330.418329,13.92102385,0.151525127,1.470373047,99.55,61.02
SUMO,Sumo Logic Inc,N/A,11.67,0,,,0,1331.521244,0,N/A,1.516974166,23.48,8.86
TPTX,Turning Point Therapeutics Inc,Healthcare,26.85,0,,,0,1332.369441,0,N/A,1.761768833,92.82,23.77
SAFT,"Safety Insurance Group, Inc.",Financial Services,90.85,0.038979419,0,0.051547497,3.541280234,1332.941479,10.15303713,0.402418208,0.235359467,91.81,72.01
RPAY,Repay Holdings Corporation,Technology,14.77,0,,,0,1336.025003,0,N/A,1.430780753,25.75,12.91
MLAB,"Mesa Laboratories, Inc.",Technology,254.88,0.002508796,,,0.639442048,1337.085952,172.1496011,0.437974005,0.585119666,333.21,232.33
GTY,Getty Realty Corp.,Real Estate,28.62,0.054783809,0.051282051,0.079257723,1.567912627,1337.13407,21.76927324,1.144461772,0.657845999,32.45,26.4
CDXS,Codexis Inc.,Healthcare,20.62,0,,,0,1343.613201,0,N/A,1.915387457,42.01,16.41
RYI,Ryerson Holding Corp.,Industrials,35.02,0.007542303,,,0.264131461,1344.563553,0,N/A,1.417031086,39.58,13.25
ELF,e.l.f. Beauty Inc,Consumer Defensive,25.83,0,,,0,1346.277242,66.68039831,0,1.418380163,33.63,22.22
INVA,Innoviva Inc,Healthcare,19.35,0,,,0,1346.299141,5.064054485,0,0.209131285,20.48,11.15
PHR,Phreesia Inc,Healthcare,26.36,0,,,0,1350.68271,0,N/A,1.88300816,76.1,22.89
BV,BrightView Holdings Inc,Industrials,13.61,0,,,0,1351.473,0,N/A,1.100698292,19.17,12.11
DVAX,Dynavax Technologies Corp.,Healthcare,10.84,0,,,0,1354.151846,18.77012428,0,1.665640965,21.39,7.09
CXW,CoreCivic Inc,Real Estate,11.17,0,,,0,1355.697918,N/A,0,0.646370973,12.35,6.88
TGTX,TG Therapeutics Inc,Healthcare,9.51,0,,,0,1358.192799,N/A,0,2.560044714,49.88,7.73
AMRS,Amyris Inc,Basic Materials,4.36,0,,,0,1358.830886,0,N/A,2.540846212,18.99,3.65
PCVX,Vaxcyte Inc,N/A,24.15,0,,,0,1359.904637,0,N/A,1.216715832,27.44,15.51
HCAT,Health Catalyst Inc,Healthcare,26.13,0,,,0,1360.204806,0,N/A,1.664530265,59.5,20.39
LPI,Laredo Petroleum Inc.,Energy,79.14,0,,,0,1369.446474,9.443937397,0,1.519901891,99.26,31.85
TRS,Trimas Corporation,Industrials,32.09,0.002491431,,,0.079950028,1370.463458,23.91316451,0.060568203,0.974892704,38.67,27.79
DCOM,Dime Community Bancshares Inc,Financial Services,34.57,0.027489755,0,0.008548252,0.950320847,1370.618327,14.35277582,0.38788606,0.786516097,38.2,28.83
FFWM,First Foundation Inc,Financial Services,24.29,0.015561884,,,0.377998172,1370.78356,0,N/A,1.002826974,29.29,20
HCSG,"Healthcare Services Group, Inc.",Healthcare,18.57,0.044314802,0.024242424,0.024139435,0.822925866,1374.16143,29.96231014,1.34508968,0.715299343,31.89,14.6
TR,"Tootsie Roll Industries, Inc.",Consumer Defensive,34.96,0.010297483,0,0,0.350800059,1375.488999,21.05576645,0.372953497,0.461367274,37.87,28.78
CNXN,"PC Connection, Inc.",Technology,52.39,0,,,0,1375.768682,19.6802661,0,0.964728807,54.79,40.08
VECO,Veeco Instruments Inc,Technology,27.19,0,,,0,1376.928219,52.88148932,0,1.433299168,32.4,20.13
TIL,Instil Bio Inc,N/A,10.75,0,,,0,1388.720486,0,N/A,2.210076695,25.14,8.01
APTS,Preferred Apartment Communities Inc,Real Estate,24.94,0.028067362,0,-0.057255435,0.68955313,1390.024017,N/A,N/A,0.414253049,25.62,8.68
NYMT,New York Mortgage Trust Inc,Real Estate,3.65,0.109589041,,,0.384729814,1391.656466,9.652483531,1.016727839,0.779406224,4.47,3.15
RVNC,Revance Therapeutics Inc,Healthcare,19.5,0,,,0,1392.907523,0,N/A,1.01285894,33.83,11.65
SPNS,Sapiens International Corp NV,Technology,25.39,0.014572667,,,0.370000005,1398.100579,33.42579144,0.489871581,1.250525127,38.32,24.3
NXGN,NextGen Healthcare Inc,Healthcare,20.91,0,,,0,1398.145038,2026.297157,0,0.57270948,21.14,13.64
BUSE,First Busey Corp.,Financial Services,25.34,0.035845062,0,0.050246073,0.908313883,1401.064944,11.34934219,0.412869947,0.845992614,29.49,20.45
ROCK,Gibraltar Industries Inc.,Industrials,42.95,0,,,0,1404.434763,18.57005597,0,1.357010392,96.33,42.92
SLCA,U.S. Silica Holdings Inc,Energy,18.66,0,,,0,1407.608759,N/A,0,1.283131101,18.92,7.23
PATK,"Patrick Industries, Inc.",Industrials,60.3,0.02014829,,,1.214941876,1408.194101,6.261005717,0.126162189,1.229013369,97.73,59.93
SYBT,Stock Yards Bancorp Inc,Financial Services,52.9,0.020830506,0.037037037,0.069610376,1.101933763,1408.340777,18.86718169,0.371021469,0.658690249,66.9,45.25
BHLB,Berkshire Hills Bancorp Inc.,Financial Services,28.97,0.016467142,0,-0.105887039,0.477053116,1409.660471,11.87942823,0.199603814,0.891315891,31.66,20.65
SFL,SFL Corporation Ltd,Industrials,10.18,0.078585462,0.333333333,-0.149717,0.661663242,1410.45312,8.582374179,0.560731561,0.455853302,10.48,6.28
VVNT,Vivint Smart Home Inc,Industrials,6.76,0,,,0,1411.046558,0,N/A,1.61162,16.2,6.05
BGCP,BGC Partners Inc,Financial Services,4.4,0.009061401,0,-0.439022427,0.039870163,1412.810234,11.39298777,0.173650535,1.169164603,6.47,3.9
CRNC,Cerence Inc,Technology,36.1,0,,,0,1413.913069,0,N/A,1.733470653,127.8,28.72
RGNX,Regenxbio Inc,Healthcare,33.19,0,,,0,1419.510014,11.10380173,0,1.200513501,46.46,24.09
UVV,Universal Corp.,Consumer Defensive,58.07,0.053728259,0.012987013,0.076316923,3.044030465,1429.002994,14.26606295,0.757221509,0.38305322,58.36,45.42
FCF,First Commonwealth Financial Corp.,Financial Services,15.16,0.030010103,0.045454545,0.075280006,0.454953163,1429.573431,10.33997144,0.315939697,0.856412929,17.51,12.19
UUUU,Energy Fuels Inc,Energy,9.15,0,,,0,1429.990539,0,N/A,1.942165771,11.39,4.32
AROC,Archrock Inc,Energy,9.23,0.061241425,0,0.038573773,0.565258355,1433.385338,53.0000125,3.17382569,0.626123702,9.65,6.85
SCHN,"Schnitzer Steel Industries, Inc.",Basic Materials,51.94,0.014346835,0,0,0.745174608,1434.775394,7.275479032,0.111553085,1.306270025,58.62,35.16
COHU,"Cohu, Inc.",Technology,29.6,0,,,0,1437.493275,8.591025102,0,2.038953349,50.7,25.89
ASIX,AdvanSix Inc,Basic Materials,51.09,0.002446663,,,0.125,1437.734061,10.28488287,0.025987526,1.309328297,57.1,26.55
ARGO,Argo Group International Holdings Ltd,Financial Services,41.28,0.029750247,0,0.028015318,1.228090183,1440.212636,N/A,N/A,0.781293189,60.52,36.1
SILK,Silk Road Medical Inc,Healthcare,41.29,0,,,0,1440.872728,0,N/A,1.725473781,67.49,27.21
